flag_URL,host_country,event,year,artist_country,artist,song,rank,total_points
https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,Netherlands,Rotterdam ,2021,Switzerland,Gjon's Tears,Tout l'Univers,3,432
https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,Ireland,Millstreet ,1993,Switzerland,Annie Cotton,"Moi, Tout Simplement",3,148
https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,Ireland,Dublin ,1988,Switzerland,Céline Dion,Ne Partez Pas Sans Moi,1,137
https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,Norway,Bergen ,1986,Switzerland,Daniela Simons,Pas Pour Moi,2,140
https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,United Kingdom,Harrogate ,1982,Switzerland,Arlette Zola,Amour On T'aime,3,97
https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,United Kingdom,London ,1963,Switzerland,Esther Ofarim,T'en Va Pas,2,40
https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,France,Cannes ,1961,Switzerland,Franca di Rienzo,Nous Aurons Demain,3,16
https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,Netherlands,Hilversum ,1958,Switzerland,Lys Assia,Giorgio,2,24
https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,Switzerland,Lugano ,1956,Switzerland,Lys Assia,Refrain,1,NA
https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,Switzerland,Lugano ,1956,Switzerland,Lys Assia,Das Alte Karussell,2,NA
https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,Norway,Oslo ,2010,Turkey,maNga,We Could Be The Same,2,170
https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg,Latvia,Riga ,2003,Turkey,Sertab Erener,Everyway That I Can,1,167
https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,Ireland,Dublin ,1997,Turkey,Sebnem Paker and Group Etnic,Dinle,3,121
https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,Italy,Turin ,2022,Ukraine,Kalush Orchestra,Stefania,1,631
https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,Sweden,Stockholm ,2016,Ukraine,Jamala,1944,1,534
https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,Sweden,Malmö ,2013,Ukraine,Zlata Ognevich,Gravity,3,214
https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,Serbia,Belgrade ,2008,Ukraine,Ani Lorak,Shady Lady,2,230
https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,Finland,Helsinki ,2007,Ukraine,Verka Serduchka,Dancing Lasha Tumbai,2,235
https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,Turkey,Istanbul ,2004,Ukraine,Ruslana,Wild Dances,1,280
https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,Italy,Turin ,2022,United Kingdom,Sam Ryder,SPACE MAN,2,466
https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,Estonia,Tallinn ,2002,United Kingdom,Jessica Garlick,Come Back,3,111
https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,United Kingdom,Birmingham ,1998,United Kingdom,Imaani,Where Are You?,2,166
https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,Ireland,Dublin ,1997,United Kingdom,Katrina and The Waves,Love Shine A Light,1,227
https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,Ireland,Millstreet ,1993,United Kingdom,Sonia,Better The Devil You Know,2,164
https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,Sweden,Malmö ,1992,United Kingdom,Michael Ball,One Step Out Of Time,2,139
https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,Switzerland,Lausanne ,1989,United Kingdom,Live Report,Why Do I Always Get It Wrong,2,130
https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,Ireland,Dublin ,1988,United Kingdom,Scott Fitzgerald,Go,2,136
https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,Ireland,Dublin ,1981,United Kingdom,Bucks Fizz,Making Your Mind Up,1,136
https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,Netherlands,The Hague ,1980,United Kingdom,Prima Donna,Love Enough For Two,3,106
https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,United Kingdom,London ,1977,United Kingdom,Lynsey de Paul and Mike Moran,Rock Bottom,2,121
https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,Netherlands,The Hague ,1976,United Kingdom,Brotherhood of Man,Save Your Kisses For Me,1,164
https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,Sweden,Stockholm ,1975,United Kingdom,The Shadows,Let Me Be The One,2,138
https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,Luxembourg,Luxembourg ,1973,United Kingdom,Cliff Richard,Power To All Our Friends,3,123
https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,United Kingdom,Edinburgh ,1972,United Kingdom,The New Seekers,"Beg, Steal Or Borrow",2,114
https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,Netherlands,Amsterdam ,1970,United Kingdom,Mary Hopkin,"Knock, Knock (who's There?)",2,26
https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg,Spain,Madrid ,1969,United Kingdom,Lulu,Boom Bang-a-bang,1,18
https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,United Kingdom,London ,1968,United Kingdom,Cliff Richard,Congratulations,2,28
https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Austria.svg,Austria,Vienna ,1967,United Kingdom,Sandie Shaw,Puppet On A String,1,47
https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,Italy,Naples ,1965,United Kingdom,Kathy Kirby,I Belong,2,26
https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg,Denmark,Copenhagen ,1964,United Kingdom,Matt Monro,I Love The Little Things,2,17
https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,France,Cannes ,1961,United Kingdom,The Allisons,Are You Sure?,2,24
https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg,United Kingdom,London ,1960,United Kingdom,Bryan Johnson,"Looking High, High, High",2,25
https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,France,Cannes ,1959,United Kingdom,Pearl Carr and Teddy Johnson,Sing Little Birdie,2,16
https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,Switzerland,Lausanne ,1989,Yugoslavia,Riva,Rock Me,1,137
